id,name,device_type,device_role,serial,status,site,rack,position,tenant
1978,cl-fw-sbs-tjsc-sao-bento-sul-01,,SD-WAN,,Active,São Bento do Sul,,,Algar
1976,cl-fw-scc-tjsc-santa-cecilia-01,,SD-WAN,,Active,Santa Cecília,,,mhnet
1985,cl-fw-scc-tjsc-sao-jose-ced-01,,SD-WAN,,Active,São José do Cedro,,,mhnet
2039,cl-fw-sdx-tjsc-saodomingos-01,,SD-WAN,,Active,São Domingos,,,mhnet
2006,cl-fw-seq-tjsc-santa-rosa-sul-01,,SD-WAN,,Active,Santa Rosa do Sul,,,Algar
1980,cl-fw-sfs-tjsc-s-francisco-sul-01,,SD-WAN,,Active,São Francisco do Sul,,,Algar
1988,cl-fw-sge-tjsc-sao-miguel-oeste-01,,SD-WAN,,Active,São Miguel do Oeste,,,mhnet
1991,cl-fw-siz-tjsc-santo-amaro-avan-01,,SD-WAN,,Active,Santo Amaro da Imperatriz - Unidade Avançada,,,Algar
1977,cl-fw-siz-tjsc-sto-amaro-forum-01,,SD-WAN,,Active,Santo Amaro da Imperatriz,,,Algar
1982,cl-fw-sjq-tjsc-SaoJoaquim-01,,SD-WAN,,Active,São Joaquim,,,Unifique
3417,cl-fw-sjq-tjsc-SaoJoaquim-02,,SD-WAN,,Active,São Joaquim,,,Unifique
1981,cl-fw-sjs-tjsc-sao-batista-01,,SD-WAN,,Active,São João Batista,,,Algar
1990,cl-fw-smo-tjsc-sombrio-01,,SD-WAN,,Active,Sombrio,,,Algar
1987,cl-fw-snx-tjsc-saolourenco-01,,SD-WAN,,Active,São Lourenço do Oeste,,,mhnet
1986,cl-fw-soo-tjsc-almox-grafica-01,,SD-WAN,,Active,Almoxarifado,,,Algar
1984,cl-fw-soo-tjsc-sao-jose-deposito-01,,SD-WAN,,Active,Depósito,,,ALT
3412,cl-fw-soo-tjsc-sao-jose-deposito-02,,SD-WAN,,Active,Depósito,,,ALT
1983,cl-fw-soo-tjsc-sao-jose-forum-01,,SD-WAN,,Active,São José,,,Algar
1979,cl-fw-srl-tjsc-sao-carlos-01,,SD-WAN,,Active,São Carlos,,,mhnet
1993,cl-fw-tan-tjsc-tangara-01,,SD-WAN,,Active,Tangará,,,Algar
1992,cl-fw-tao-tjsc-Taio-01,,SD-WAN,,Active,Taió,,,Unifique
3418,cl-fw-tao-tjsc-Taio-02,,SD-WAN,,Active,Taió,,,Unifique
1996,cl-fw-tbc-tjsc-trombudo-central-01,,SD-WAN,,Active,Trombudo Central,,,Algar
1994,cl-fw-tij-tjsc-tijucas-01,,SD-WAN,,Active,Tijucas,,,Algar
1995,cl-fw-tio-tjsc-timbo-01,,SD-WAN,,Active,Timbó,,,Unifique
3414,cl-fw-tio-tjsc-timbo-02,,SD-WAN,,Active,Timbó,,,Unifique
1864,cl-fw-tro-tjsc-tubarao-01,,SD-WAN,,Active,Tubarão,,,Algar
2007,cl-fw-tvo-tjsc-turvo-01,,SD-WAN,,Active,Turvo,,,Algar
1998,cl-fw-uug-tjsc-urussanga-01,,SD-WAN,,Active,Urussanga,,,Algar
1997,cl-fw-uui-tjsc-urubici-01,,SD-WAN,,Active,Urubici,,,ALT
3411,cl-fw-uui-tjsc-urubici-02,,SD-WAN,,Active,Urubici,,,ALT
1999,cl-fw-vii-tjsc-videira-01,,SD-WAN,,Active,Videira,,,Algar
2000,cl-fw-xxe-tjsc-xanxere-01,,SD-WAN,,Active,Xanxerê,,,Algar
2001,cl-fw-xxm-tjsc-xaxim-01,,SD-WAN,,Active,Xaxim,,,mhnet
1924,cl-fw-yca-tjsc-icara-01,,SD-WAN,,Active,Içara,,,Algar
2964,Controladora Wireless 1,,Controladora Wireless,,Active,CPD,Rack Nexus CPD,42.0,
2965,Controladora Wireless 2,,Controladora Wireless,,Active,CPD,Rack Nexus CPD,40.0,
2988,CORE-DC-CIASC-01,,Core Switch,,Active,CIASC - Data Center,,,
2989,CORE-DC-CIASC-02,,Core Switch,,Active,CIASC - Data Center,,,
2503,CPMA-01,,Access Switch,,Offline,Unidade Saldanha Marinho - CPMA,,,TJSC
772,cs_Chapeco_Fibra,,Distribution Switch,,Active,Chapecó,,,TJSC
1233,cs_Joinville_Fibra,,Distribution Switch,,Active,Joinville,,,TJSC
1814,cs_Tubarao_Fibra,,Distribution Switch,,Active,Tubarão,,,TJSC
2842,DIO 01 - Rack Telecom 01,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 01,42.0,
2978,DIO 1 - Sala Cofre,,Distribuidor Óptico (DIO),,Active,Sala Cofre,Telecom 01,20.0,
2843,DIO 02 - Rack Telecom 01,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 01,41.0,
2858,DIO 02 - Rack Telecom 02,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,32.0,
2979,DIO 2 - Sala Cofre,,Distribuidor Óptico (DIO),,Active,Sala Cofre,Telecom 01,18.0,
2849,DIO 03 - Rack Telecom 01,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 01,19.0,
2852,DIO Algar 01 - Rack Telecom 02,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,44.0,
3425,DIO Algar-Conv. CIASC-Ch Óptica Algar,,Distribuidor Óptico (DIO),,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Bracket-01,2.0,
2860,DIO ALT 01 - Rack Telecom 02,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,30.0,
2861,DIO ALT 02 - Rack Telecom 02,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,29.0,
3421,DIO CIASC,,Distribuidor Óptico (DIO),,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Bracket-01,6.0,
2853,DIO CIASC 01 - Rack Telecom 02,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,43.0,
2857,DIO Claro 01 - Rack Telecom 02,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,36.0,
2968,DIO Distribuição Rack2 CPD,,Distribuidor Óptico (DIO),,Active,CPD,Rack Nexus CPD,27.0,
2863,DIO Lumen/BRDigital,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,24.0,
2855,DIO Oi - FNS 1559 - 185 m,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,41.0,
2844,DIO Oi - PRAN 04 - Rack Telecom 01,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 01,7.0,
2854,DIO Oi - PRAN 3145,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,42.0,
2966,DIO Teleco 01,,Distribuidor Óptico (DIO),,Active,CPD,Rack Nexus CPD,29.0,
2967,DIO Torre LAN,,Distribuidor Óptico (DIO),,Active,CPD,Rack Nexus CPD,28.0,
2856,Dio Unifique,,Distribuidor Óptico (DIO),,Active,CPD,Rack Telecom 02,38.0,
2956,EDD Cirion/Lumen,,EDD (Ethernet Demarcation Device),,Active,CPD,Rack Telecom 02,22.0,
2955,EDD Cirion/Lumen (br.digital),,EDD (Ethernet Demarcation Device),,Active,CPD,Rack Telecom 02,23.0,
2940,EDD Claro 01,,EDD (Ethernet Demarcation Device),,Active,CPD,Rack Telecom 01,11.0,
2941,EDD Oi 01,,EDD (Ethernet Demarcation Device),,Active,CPD,Rack Telecom 01,12.0,
3449,EDD Oi e Ata pequeno,,EDD (Ethernet Demarcation Device),,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Rack-01,4.0,
2935,EDD-STJ,,EDD (Ethernet Demarcation Device),,Active,CPD,Rack Telecom 01,36.0,
2389,EL.1A.1:1,,Access Switch,,Active,Eduardo Luz,,,
2395,EL.1A.1:2,,Access Switch,,Active,Eduardo Luz,,,
2396,EL.1A.1:3,,Access Switch,,Active,Eduardo Luz,,,
2390,EL.1A.1:4,,Access Switch,,Active,Eduardo Luz,,,
2391,EL.2A.1:1,,Access Switch,,Active,Eduardo Luz,,,
2397,EL.2A.1:2,,Access Switch,,Active,Eduardo Luz,,,
2392,EL.2A.1:3,,Access Switch,,Active,Eduardo Luz,,,
2393,EL.3A.1:1,,Access Switch,,Active,Eduardo Luz,,,
2394,EL.3A.1:2,,Access Switch,,Active,Eduardo Luz,,,
2398,EL.3A.5-RACK2,,Access Switch,,Active,Eduardo Luz,,,
2384,EL.BB.1-NOVO-BACKBONE:1,,Core Switch,,Active,Eduardo Luz,,,
2385,EL.BB.1-NOVO-BACKBONE:2,,Core Switch,,Active,Eduardo Luz,,,
2386,EL.T.1:1,,Access Switch,,Active,Eduardo Luz,,,
2388,EL.T.1:2,,Access Switch,,Active,Eduardo Luz,,,
2387,EL.T.1:3,,Access Switch,,Active,Eduardo Luz,,,
2406,EL.T.6,,Access Switch,,Active,Eduardo Luz,,,
2760,EXEC_ESTADUAL_01,,Access Switch,,Offline,Executivo Estadual,,,
2761,EXEC_ESTADUAL_02,,Access Switch,,Offline,Executivo Estadual,,,
2762,EXEC_ESTADUAL_03,,Access Switch,,Offline,Executivo Estadual,,,
2936,FEX 150,,Fabric Extender,,Active,CPD,Rack Telecom 01,32.0,
2970,FortiAnalyzer,,FortiAnalyzer,,Active,CPD,HCI CPD,37.0,
2934,Fortigate-STJ,,SD-WAN,,Active,CPD,Rack Telecom 01,37.0,
2749,Gigavue_HC2_1,,Switch Concentrador de Visibilidade de Dados,,Active,Sala Cofre,Rack 04 (Viavi e HC-2),32.0,TJSC
2606,Guia de Cabos,,Guia de Cabos,,Active,Fraiburgo,FGO - Rack 1 - Corredor 1º andar,4.0,
2607,Guia de Cabos 2,,Guia de Cabos,,Active,Fraiburgo,FGO - Rack 1 - Corredor 1º andar,11.0,
219,hw24_ararangua_44,,Access Switch,,Active,Araranguá,,,TJSC
222,hw24_ararangua_48,,Access Switch,,Active,Araranguá,,,TJSC
1335,hw24_Aririu_11,,Access Switch,,Active,Aririú,,,TJSC
1336,hw24_Aririu_12,,Access Switch,,Active,Aririú,,,TJSC
1337,hw24_Aririu_13,,Spare Switch,,Offline,Aririú,,,TJSC
1338,hw24_Aririu_14,,Access Switch,,Active,Aririú,,,TJSC
229,hw24_balneario_36,,Spare Switch,,Inventory,Balneário Camboriú,,,TJSC
230,hw24_balneario_37,,Access Switch,,Active,Balneário Camboriú,,,TJSC
231,hw24_balneario_38,,Access Switch,,Active,Balneário Camboriú,,,TJSC
233,hw24_balneario_40,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
234,hw24_balneario_41,,Access Switch,,Active,Balneário Camboriú,,,TJSC
235,hw24_balneario_42,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
236,hw24_balneario_43,,Access Switch,,Active,Balneário Camboriú,,,TJSC
237,hw24_balneario_44,,Access Switch,,Active,Balneário Camboriú,,,TJSC
238,hw24_balneario_45,,Access Switch,,Active,Balneário Camboriú,,,TJSC
239,hw24_balneario_46,,Access Switch,,Active,Balneário Camboriú,,,TJSC
240,hw24_balneario_47,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
241,hw24_balneario_48,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
243,hw24_balneario_50,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
244,hw24_balneario_51,,Access Switch,,Active,Balneário Camboriú,,,TJSC
245,hw24_balneario_52,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
246,hw24_balneario_53,,Access Switch,,Active,Balneário Camboriú,,,TJSC
247,hw24_balneario_54,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
248,hw24_balneario_55,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
249,hw24_balneario_56,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2032,hw24_balneario_59,,Access Switch,,Active,Balneário Camboriú,,,TJSC
268,hw24_biguacu_24,,Access Switch,,Active,Biguaçu,,,TJSC
269,hw24_biguacu_25,,Access Switch,,Active,Biguaçu,,,TJSC
272,hw24_biguacu_Univali_138,,Spare Switch,,Offline,Biguaçu,,,TJSC
271,hw24_biguacu_Univali_140,,Spare Switch,,Offline,Biguaçu,,,TJSC
340,hw24_blumenau_48,,Access Switch,,Active,Blumenau,,,TJSC
341,hw24_blumenau_49,,Access Switch,,Active,Blumenau,,,TJSC
343,hw24_blumenau_51,,Spare Switch,,Offline,Blumenau,,,TJSC
345,hw24_blumenau_53,,Access Switch,,Active,Blumenau,,,TJSC
346,hw24_blumenau_54,,Access Switch,,Active,Blumenau,,,TJSC
347,hw24_blumenau_55,,Access Switch,,Active,Blumenau,,,TJSC
348,hw24_blumenau_56,,Access Switch,,Active,Blumenau,,,TJSC
349,hw24_blumenau_57,,Access Switch,,Active,Blumenau,,,TJSC
350,hw24_blumenau_58,,Access Switch,,Active,Blumenau,,,TJSC
351,hw24_blumenau_59,,Access Switch,,Active,Blumenau,,,TJSC
353,hw24_blumenau_61,,Access Switch,,Active,Blumenau,,,TJSC
357,hw24_blumenau_66,,Access Switch,,Active,Blumenau,,,TJSC
359,hw24_blumenau_68,,Access Switch,,Active,Blumenau,,,TJSC
361,hw24_blumenau_70,,Access Switch,,Active,Blumenau,,,TJSC
362,hw24_blumenau_71,,Access Switch,,Active,Blumenau,,,TJSC
363,hw24_blumenau_72,,Access Switch,,Active,Blumenau,,,TJSC
364,hw24_blumenau_73,,Access Switch,,Active,Blumenau,,,TJSC
720,hw24_Brusque_40,,Access Switch,,Active,Brusque,,,TJSC
856,hw24_curitibanos_20,,Access Switch,,Active,Curitibanos,,,TJSC
932,hw24_imbituba_13,,Spare Switch,,Offline,Imbituba - Segunda Vara,,,TJSC
935,hw24_imbituba_19,,Access Switch,,Active,Imbituba - Segunda Vara,,,TJSC
1183,hw24_Jaragua_21,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1185,hw24_Jaragua_23,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1191,hw24_Jaragua_29,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1192,hw24_Jaragua_30,,Spare Switch,,Inventory,Jaraguá do Sul,,,TJSC
3251,hw24_Jaragua_32,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1193,hw24_Jaragua_33,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1194,hw24_Jaragua_34,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1213,hw24_joinville_8,,Access Switch,,Active,Joinville,,,TJSC
1215,hw24_joinville_10,,Access Switch,,Active,Joinville,,,TJSC
1255,hw24_lages_125,,Access Switch,,Active,Lages,,,TJSC
1256,hw24_lages_126,,Access Switch,,Active,Lages,,,TJSC
1257,hw24_lages_127,,Access Switch,,Active,Lages,,,TJSC
1258,hw24_lages_128,,Access Switch,,Active,Lages,,,TJSC
1259,hw24_lages_129,,Access Switch,,Active,Lages,,,TJSC
2071,hw24_lages_130,,Access Switch,,Active,Lages,,,TJSC
1262,hw24_lages_132,,Access Switch,,Offline,Lages - Unidade Avançada,,,TJSC
1261,hw24_lages_133,,Access Switch,,Active,Lages,,,TJSC
1327,hw24_palhoca_24,,Access Switch,,Active,Palhoça,,,TJSC
1331,hw24_palhoca_29,,Access Switch,,Active,Palhoça,,,TJSC
1794,hw24_Tijucas_10,,Access Switch,,Active,Tijucas,,,TJSC
1800,hw24_Tijucas_19,,Access Switch,,Active,Tijucas,,,TJSC
1816,hw24_Tubarao_101,,Access Switch,,Active,Tubarão,,,TJSC
1819,hw24_Tubarao_104,,Access Switch,,Active,Tubarão,,,TJSC
1820,hw24_Tubarao_105,,Access Switch,,Active,Tubarão,,,TJSC
1863,hw24_Tubarao_106,,Access Switch,,Offline,Tubarão,,,TJSC
1824,hw24_Tubarao_110,,Access Switch,,Active,Tubarão,,,TJSC
217,hw48_ararangua_42,,Access Switch,,Active,Araranguá,,,TJSC
218,hw48_ararangua_43,,Access Switch,,Active,Araranguá,,,TJSC
220,hw48_ararangua_45,,Access Switch,,Active,Araranguá,,,TJSC
221,hw48_ararangua_46,,Access Switch,,Active,Araranguá,,,TJSC
1339,hw48_Aririu_15,,Access Switch,,Active,Aririú,,,TJSC
1340,hw48_Aririu_16,,Access Switch,,Active,Aririú,,,TJSC
232,hw48_balneario_39,,Access Switch,,Active,Balneário Camboriú,,,TJSC
242,hw48_balneario_49,,Access Switch,,Active,Balneário Camboriú,,,TJSC
252,hw48_balneario_62,,Access Switch,,Active,Balneário Camboriú,,,TJSC
266,hw48_biguacu_21,,Access Switch,,Active,Biguaçu,,,TJSC
267,hw48_biguacu_23,,Access Switch,,Active,Biguaçu,,,TJSC
270,hw48_biguacu_26,,Access Switch,,Active,Biguaçu,,,TJSC
710,hw48_Brusque_30,,Access Switch,,Active,Brusque,,,TJSC
711,hw48_Brusque_31,,Access Switch,,Active,Brusque,,,TJSC
712,hw48_Brusque_32,,Access Switch,,Active,Brusque,,,TJSC
713,hw48_Brusque_33,,Spare Switch,,Inventory,Brusque,,,TJSC
714,hw48_Brusque_34,,Access Switch,,Active,Brusque,,,TJSC
715,hw48_Brusque_35,,Access Switch,,Active,Brusque,,,TJSC
716,hw48_Brusque_36,,Access Switch,,Active,Brusque,,,TJSC
717,hw48_Brusque_37,,Access Switch,,Active,Brusque,,,TJSC
718,hw48_Brusque_38,,Spare Switch,,Inventory,Brusque,,,TJSC
719,hw48_Brusque_39,,Spare Switch,,Inventory,Brusque,,,TJSC
721,hw48_Brusque_41,,Access Switch,,Active,Brusque,,,TJSC
723,hw48_Brusque_Avanc_10,,Access Switch,,Active,Brusque - Unidade Avançada,,,TJSC
933,hw48_imbituba_17,,Access Switch,,Active,Imbituba - Segunda Vara,,,TJSC
934,hw48_imbituba_18,,Access Switch,,Active,Imbituba - Segunda Vara,,,TJSC
1159,hw48_itapema_17,,Access Switch,,Active,Itapema,,,TJSC
1160,hw48_itapema_18,,Access Switch,,Active,Itapema,,,TJSC
1184,hw48_jaragua_22,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1186,hw48_jaragua_24,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1187,hw48_jaragua_25,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1188,hw48_jaragua_26,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1189,hw48_jaragua_27,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1190,hw48_jaragua_28,,Access Switch,,Active,Jaraguá do Sul,,,TJSC
1211,hw48_joinville_4,,Access Switch,,Active,Joinville,,,TJSC
1212,hw48_joinville_5,,Access Switch,,Active,Joinville,,,TJSC
1217,hw48_joinville_14,,Access Switch,,Active,Joinville,,,TJSC
1218,hw48_joinville_20,,Access Switch,,Active,Joinville,,,TJSC
1219,hw48_joinville_21,,Access Switch,,Active,Joinville,,,TJSC
1220,hw48_joinville_23,,Access Switch,,Active,Joinville,,,TJSC
1221,hw48_joinville_25,,Access Switch,,Active,Joinville,,,TJSC
1222,hw48_Joinville_29,,Spare Switch,,Offline,Joinville,,,TJSC
1223,hw48_Joinville_30,,Access Switch,,Active,Joinville,,,TJSC
1224,hw48_Joinville_34,,Access Switch,,Active,Joinville,,,TJSC
1260,hw48_lages_131,,Access Switch,,Active,Lages,,,TJSC
1328,hw48_palhoca_26,,Access Switch,,Active,Palhoça,,,TJSC
1329,hw48_palhoca_27,,Access Switch,,Active,Palhoça,,,TJSC
1330,hw48_palhoca_28,,Access Switch,,Active,Palhoça,,,TJSC
1332,hw48_palhoca_30,,Access Switch,,Active,Palhoça,,,TJSC
1333,hw48_palhoca_35,,Access Switch,,Active,Palhoça,,,TJSC
1334,hw48_palhoca_36,,Access Switch,,Active,Palhoça,,,TJSC
1801,hw48_Tijucas_20,,Access Switch,,Active,Tijucas,,,TJSC
1815,hw48_tubarao_100,,Access Switch,,Active,Tubarão,,,TJSC
1817,hw48_tubarao_102,,Access Switch,,Active,Tubarão,,,TJSC
1818,hw48_tubarao_103,,Access Switch,,Active,Tubarão,,,TJSC
1821,hw48_tubarao_107,,Access Switch,,Active,Tubarão,,,TJSC
1822,hw48_tubarao_108,,Access Switch,,Active,Tubarão,,,TJSC
1823,hw48_tubarao_109,,Access Switch,,Active,Tubarão,,,TJSC
1825,hw48_tubarao_111,,Access Switch,,Active,Tubarão,,,TJSC
1826,hw48_tubarao_112,,Access Switch,,Active,Tubarão,,,TJSC
1846,hw48_xanxere_11,,Access Switch,,Offline,Xanxerê,,,TJSC
1849,hw48_Xanxere_20,,Access Switch,patrimônio antigo 434485,Active,Xanxerê,,,TJSC
1850,hw48_Xanxere_22,,Access Switch,patrimônio antigo 434487,Active,Xanxerê,,,TJSC
1851,hw48_xaxim_10,,Access Switch,,Active,Xaxim,,,TJSC
1853,hw48_xaxim_14,,Access Switch,,Active,Xaxim,,,TJSC
107,hw_Abelardo_Luz_10,,Spare Switch,,Inventory,Abelardo Luz,,,Unidade Jud/Adm
108,hw_Abelardo_Luz_11,,Access Switch,,Active,Abelardo Luz,,,TJSC
109,hw_Abelardo_Luz_12,,Access Switch,,Active,Abelardo Luz,,,TJSC
110,hw_Abelardo_Luz_13,,Access Switch,,Active,Abelardo Luz,,,TJSC
111,hw_Abelardo_Luz_14,,Access Switch,,Planned,Abelardo Luz,,,TJSC
113,hw_Abelardo_Luz_16,,Access Switch,,Active,Abelardo Luz,,,TJSC
198,hw_ALMOXARIFADO_10,,Access Switch,,Active,Almoxarifado,,,TJSC
199,hw_ALMOXARIFADO_11,,Access Switch,,Active,Almoxarifado,,,TJSC
200,hw_ALMOXARIFADO_12,,Access Switch,,Active,Almoxarifado,,,TJSC
201,hw_ALMOXARIFADO_13,,Spare Switch,,Offline,Almoxarifado,,,TJSC
204,hw_ALMOXARIFADO_16,,Access Switch,,Active,Almoxarifado,,,TJSC
3029,hw_ALMOXARIFADO_17,,Access Switch,,Active,Almoxarifado,,,TJSC
117,hw_Anchieta_10,,Access Switch,,Active,Anchieta,,,TJSC
116,hw_Anchieta_12,,Access Switch,,Active,Anchieta,,,TJSC
115,hw_Anchieta_13,,Access Switch,,Active,Anchieta,,,TJSC
114,hw_Anchieta_14,,Access Switch,,Active,Anchieta,,,TJSC
206,hw_anita_garibaldi_10,,Spare Switch,,Offline,Anita Garibaldi,,,TJSC
207,hw_anita_garibaldi_11,,Access Switch,,Active,Anita Garibaldi,,,TJSC
208,hw_anita_garibaldi_12,,Access Switch,,Active,Anita Garibaldi,,,TJSC
3162,hw_anita_garibaldi_17,,Access Switch,,Active,Anita Garibaldi,,,TJSC
211,hw_Araquari_11,,Access Switch,,Active,Araquari,,,TJSC
212,hw_Araquari_12,,Access Switch,,Active,Araquari,,,TJSC
213,hw_Araquari_13,,Spare Switch,,Inventory,Araquari,,,TJSC
214,hw_Araquari_14,,Access Switch,,Active,Araquari,,,TJSC
215,hw_Araquari_15,,Access Switch,,Active,Araquari,,,TJSC
2973,hw_Aririu_18,,Access Switch,,Active,Aririú,,,TJSC
1341,hw_Aririu_Formiga_17,,Access Switch,,Active,Aririú,,,TJSC
18,hw_armazem_10,,Access Switch,,Active,Armazém,,,TJSC
19,hw_armazem_11,,Access Switch,,Active,Armazém,,,TJSC
20,hw_ascurra_10,,Access Switch,,Offline,Ascurra,,,TJSC
21,hw_ascurra_11,,Access Switch,,Active,Ascurra,,,TJSC
22,hw_ascurra_12,,Access Switch,,Active,Ascurra,,,TJSC
23,hw_ascurra_13,,Access Switch,,Active,Ascurra,,,TJSC
24,hw_ascurra_14,,Access Switch,,Active,Ascurra,,,TJSC
3037,hw_ascurra_17,,Access Switch,,Active,Ascurra,,,TJSC
223,hw_Bal_Camboriu_12,,Access Switch,,Active,Balneário Camboriú,,,TJSC
224,hw_Bal_Camboriu_13,,Access Switch,,Active,Balneário Camboriú,,,TJSC
225,hw_Bal_Camboriu_14,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
226,hw_Bal_Camboriu_15,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
227,hw_Bal_Camboriu_16,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
228,hw_Bal_Camboriu_17,,Spare Switch,,Offline,Balneário Camboriú,,,TJSC
3404,hw_Bal_Camboriu_18,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2164,hw_bal_camboriu_27,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2165,hw_bal_camboriu_28,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2166,hw_bal_camboriu_29,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2167,hw_bal_camboriu_30,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2168,hw_bal_camboriu_31,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2169,hw_bal_camboriu_32,,Access Switch,,Active,Balneário Camboriú,,,TJSC
250,hw_Bal_Camboriu_57,,Access Switch,,Active,Balneário Camboriú,,,TJSC
251,hw_Bal_Camboriu_58,,Access Switch,,Active,Balneário Camboriú,,,TJSC
2033,hw_bal_camboriu_avan_52,,Access Switch,,Offline,Balneário Camboriú  - Unidade Avançada,,,TJSC
2034,hw_bal_camboriu_avan_53,,Access Switch,,Offline,Balneário Camboriú  - Unidade Avançada,,,TJSC
2035,hw_bal_camboriu_avan_54,,Access Switch,,Offline,Balneário Camboriú  - Unidade Avançada,,,TJSC
2464,hw_Balneario_Picarras_10,,Access Switch,,Active,Balneário Piçarras,,,
2465,hw_Balneario_Picarras_13,,Access Switch,,Active,Balneário Piçarras,,,
2466,hw_Balneario_Picarras_14,,Access Switch,,Active,Balneário Piçarras,,,
259,hw_Barra_Velha_10,,Access Switch,,Active,Barra Velha,,,TJSC
2611,hw_Barra_Velha_11,,Spare Switch,,Offline,Barra Velha,,,TJSC
260,hw_Barra_Velha_12,,Access Switch,,Active,Barra Velha,,,TJSC
261,hw_Barra_Velha_13,,Access Switch,,Active,Barra Velha,,,TJSC
262,hw_Barra_Velha_14,,Access Switch,,Active,Barra Velha,,,TJSC
263,hw_Barra_Velha_15,,Access Switch,,Active,Barra Velha,,,TJSC
264,hw_Barra_Velha_16,,Access Switch,,Active,Barra Velha,,,TJSC
2612,hw_Barra_Velha_17,,Access Switch,,Active,Barra Velha,,,TJSC
3018,hw_Barra_Velha_20,,Access Switch,,Active,Barra Velha,,,TJSC
2971,hw_biguacu_nova_vara_140,,Access Switch,21980105812SJ9606263,Active,Biguaçu - Unidade Avançada (Jec),,,TJSC
3371,hw_Blumenau_10,,Access Switch,,Active,Blumenau,,,
3368,hw_Blumenau_11,,Access Switch,,Active,Blumenau,,,
3369,hw_Blumenau_12,,Access Switch,,Active,Blumenau,,,
3372,hw_Blumenau_13,,Access Switch,,Active,Blumenau,,,
3394,hw_Blumenau_14,,Access Switch,,Active,Blumenau,,,
3175,hw_Blumenau_75,,Access Switch,,Active,Blumenau,,,TJSC
3329,hw_Blumenau_Furb_10,,Access Switch,,Active,Blumenau - Furb,,,TJSC
3370,hw_Blumenau_Furb_14,,Access Switch,,Active,Blumenau - Furb,,,TJSC
3330,hw_Blumenau_Furb_22,,Spare Switch,,Inventory,Blumenau - Furb,,,TJSC
3367,hw_Blumenau_Furb_23,,Spare Switch,,Inventory,Blumenau - Furb,,,TJSC
701,hw_Bom_Retiro_10,,Access Switch,,Active,Bom Retiro,,,TJSC
3170,hw_bom_retiro_11,,Access Switch,,Active,Bom Retiro,,,TJSC
3126,hw_braco_do_norte_15,,Access Switch,,Active,Braço do Norte,,,
703,hw_braco_do_norte_16,,Access Switch,,Active,Braço do Norte,,,TJSC
704,hw_braco_do_norte_17,,Access Switch,,Active,Braço do Norte,,,TJSC
705,hw_braco_do_norte_18,,Access Switch,,Active,Braço do Norte,,,TJSC
706,hw_braco_do_norte_19,,Spare Switch,,Offline,Braço do Norte,,,TJSC
3387,hw_Brusque_10,,Access Switch,,Active,Brusque,,,TJSC
3388,hw_Brusque_11,,Spare Switch,,Inventory,Brusque,,,TJSC
